[350, 3000]|1.124727725982666|4.637648344039917
[340, 2970]|1.0721609592437744|2.1466426849365234
[1064, 9184]|8.48735499382019|97.97975707054138
[616, 4736]|2.6313083171844482|14.861749649047852
[312, 4287]|1.538301706314087|4.781254768371582
[300, 3000]|1.0410020351409912|3.9274308681488037
[186, 612]|0.12137341499328613|0.429502010345459
[313, 4416]|1.6571342945098877|6.398113965988159
[289, 1939]|0.7362403869628906|1.624218225479126
[253, 2482]|0.4862804412841797|1.5102810859680176
[222, 2554]|0.4671752452850342|1.5345542430877686
[246, 2271]|0.43198060989379883|3.215277910232544
[880, 4400]|3.175071954727173|24.50931739807129
[258, 2487]|0.9309279918670654|2.6278223991394043
[216, 2253]|0.42725300788879395|1.5192968845367432
[872, 7520]|5.598247766494751|37.54693818092346
[295, 2512]|0.9224214553833008|1.745786428451538
[235, 2556]|0.4725983142852783|1.7378709316253662
[258, 2549]|0.8757410049438477|1.608062982559204
[259, 2614]|0.9510757923126221|1.3016462326049805
[275, 2520]|0.8817412853240967|2.1298880577087402
[247, 2558]|0.4703996181488037|1.22111177444458
[247, 2848]|0.545952320098877|1.9989540576934814
[224, 2850]|0.5379245281219482|2.8866424560546875
[212, 2452]|0.4474172592163086|2.1279256343841553
[234, 2439]|0.46419501304626465|2.041102409362793
[222, 2418]|0.45508885383605957|1.9569065570831299
[222, 2421]|0.4627556800842285|1.9538922309875488
[311, 692]|0.24616146087646484|0.2701756954193115
[335, 628]|0.24464201927185059|0.4211289882659912
[346, 800]|0.32175111770629883|0.34294557571411133
[324, 682]|0.2466278076171875|1.0795257091522217
[329, 846]|0.3218803405761719|1.1973319053649902
[260, 664]|0.23845553398132324|0.8007726669311523
[299, 730]|0.31885671615600586|0.9883596897125244
[339, 849]|0.3242607116699219|1.227996826171875
[321, 733]|0.3216712474822998|0.9734575748443604
[279, 574]|0.23950886726379395|0.605621337890625
[302, 668]|0.23742198944091797|1.0742714405059814
[256, 566]|0.12489080429077148|0.6976070404052734
[258, 575]|0.23376011848449707|0.709780216217041
[310, 517]|0.24225783348083496|0.6549656391143799
[300, 739]|0.322098970413208|1.7553951740264893
[236, 571]|0.12577128410339355|0.5249786376953125
[279, 412]|0.15709161758422852|0.4079599380493164
[334, 849]|0.32909560203552246|1.2078382968902588
[269, 627]|0.23517990112304688|0.7522890567779541
[332, 534]|0.24073028564453125|0.6824967861175537
[253, 449]|0.0841679573059082|0.4918708801269531
[307, 794]|0.32342052459716797|1.169055700302124
[309, 709]|0.24113225936889648|1.1586887836456299
[202, 535]|0.1235816478729248|0.4411633014678955
[245, 426]|0.0917348861694336|0.3448631763458252
[353, 606]|0.23897552490234375|0.8984088897705078
[304, 738]|0.32454419136047363|1.0461969375610352
[208, 539]|0.1242365837097168|0.4446406364440918
[372, 717]|0.25245046615600586|1.2749109268188477
[267, 431]|0.1596536636352539|0.4396817684173584
[315, 732]|0.31748175621032715|0.9843640327453613
[303, 796]|0.3241279125213623|1.163236379623413
[340, 669]|0.24071574211120605|0.8108737468719482
[320, 751]|0.3207073211669922|1.0508143901824951
[362, 676]|0.24364972114562988|1.0833086967468262
[207, 540]|0.12425827980041504|0.48366308212280273
[198, 537]|0.11966109275817871|0.4490659236907959
[311, 710]|0.24917078018188477|1.2172191143035889
[281, 540]|0.23831462860107422|0.8373622894287109
[340, 668]|0.2449207305908203|0.8651015758514404
[207, 442]|0.08549904823303223|0.334580659866333
[339, 650]|0.24271607398986816|0.8725543022155762
[339, 650]|0.2431187629699707|0.894484281539917
[766, 782]|0.6562743186950684|0.5819902420043945
